"entity_id"
"media_player.left_homepod"
"switch.homepod"
"media_player.tv_lounge_tv"
"media_player.tv_bedroom_tv"
"light.was_dining_light"
"light.master_bedroom"
"light.spare_room"
"switch.sonos_beam_shuffle_switch"
"switch.sonos_beam_repeat_switch"
"switch.kitchen_alexa_shuffle_switch"
"switch.kitchen_alexa_repeat_switch"
"switch.lounge_alexa_shuffle_switch"
"switch.lounge_alexa_repeat_switch"
"switch.teddy_shuffle_switch"
"switch.teddy_repeat_switch"
"switch.bedroom_do_not_disturb_switch"
"switch.bedroom_shuffle_switch"
"switch.bedroom_repeat_switch"
"switch.lounge_do_not_disturb_switch"
"switch.lounge_shuffle_switch"
"switch.lounge_repeat_switch"
"media_player.vlc_telnet"
"media_player.bedroom_2"
"media_player.lounge_2"
"light.bedroom_lamp_2"
"light.loo_3"
"light.master_bedroom_2"
"light.gold_lamp"
"light.tapo_smart_bulb"
"light.spare_room_2"
"media_player.bedroom_tv"
"media_player.lounge_tv"
"light.bedroom_2"
"switch.automation_bedroom_switch"
"switch.automation_hall_sensor"
"switch.automation_teddy_switch"
"switch.automation_lounge_hue_dimmer_switch"
"switch.tapo_c120_baby_cry_detection"
"switch.tapo_c120"
"switch.tapo_c120_led"
"switch.tapo_c120_motion_detection"
"switch.tapo_c120_person_detection"
"light.wiz_rgbw_tunable_80cca2"
"light.browser_mod_0580196b_0694cb94_screen"
"media_player.browser_mod_0580196b_0694cb94"
"media_player.fire_tv_192_168_1_183"
"media_player.bedroom_firestick"
"media_player.fire_hd8_kodi"
"light.browser_mod_471c0d04_7fce5c65_screen"
"media_player.browser_mod_471c0d04_7fce5c65"
"light.browser_mod_fc60050e_6202af53_screen"
"media_player.browser_mod_fc60050e_6202af53"
"light.browser_mod_f2641f95_ef3401c1_screen"
"media_player.browser_mod_f2641f95_ef3401c1"
"light.browser_mod_924d9fc2_8c9cd653_screen"
"media_player.browser_mod_924d9fc2_8c9cd653"
"light.browser_mod_cbe4deda_be80f0e0_screen"
"media_player.browser_mod_cbe4deda_be80f0e0"
"light.browser_mod_14f4c485_6b30afe3_screen"
"media_player.browser_mod_14f4c485_6b30afe3"
"light.browser_mod_0633da02_5e5fb063_screen"
"media_player.browser_mod_0633da02_5e5fb063"
"light.firehd8_screen"
"media_player.firehd8"
"switch.tapo_c120_privacy"
"switch.tapo_c120_trigger_alarm_on_people_detection"
"switch.tapo_c120_trigger_alarm_on_vehicle_detection"
"switch.tapo_c120_trigger_alarm_on_pet_detection"
"switch.tapo_c120_trigger_alarm_on_sound_detection"
"switch.tapo_c120_trigger_alarm_on_bark_detection"
"switch.tapo_c120_trigger_alarm_on_meow_detection"
"switch.tapo_c120_trigger_alarm_on_glass_detection"
"switch.tapo_c120_trigger_alarm_on_motion_detection"
"switch.tapo_c120_trigger_alarm_on_linecrossing_detection"
"switch.tapo_c120_media_sync"
"switch.tapo_c120_lens_distortion_correction"
"switch.tapo_c120_indicator_led"
"switch.tapo_c120_record_audio"
"switch.tapo_c120_diagnose_mode"
"switch.tapo_c120_privacy_zones"
"switch.tapo_c120_flip"
"switch.tapo_c120_notifications"
"switch.tapo_c120_rich_notifications"
"switch.tapo_c120_automatically_upgrade_firmware"
"switch.tapo_c120_record_to_sd_card"
"switch.tapo_c120_microphone_mute"
"switch.tapo_c120_microphone_noise_cancellation"
"light.tapo_c120_floodlight_timed"
"light.browser_mod_a4f8a6b4_d1066dda_screen"
"media_player.browser_mod_a4f8a6b4_d1066dda"
"light.jd_pc_screen"
"media_player.jd_pc"
"light.browser_mod_990a1dc4_052f0232_screen"
"media_player.browser_mod_990a1dc4_052f0232"
"light.browser_mod_f406fba4_71c0956f_screen"
"media_player.browser_mod_f406fba4_71c0956f"
"light.browser_mod_9b3fa7c9_da3bf8cf_screen"
"media_player.browser_mod_9b3fa7c9_da3bf8cf"
"light.cast_screen"
"media_player.cast"
"light.fire_hd8_tablet_screen"
"media_player.fire_hd8_tablet_2"
"light.browser_mod_6b111e6b_a208cb3e_screen"
"media_player.browser_mod_6b111e6b_a208cb3e"
"light.browser_plop_screen"
"media_player.browser_plop"
"light.browser_mod_80d2172a_57041715_screen"
"media_player.browser_mod_80d2172a_57041715"
"light.browser_mod_2945565d_4985da6e_screen"
"media_player.browser_mod_2945565d_4985da6e"
"light.browser_mod_f6ade233_d234bc60_screen"
"media_player.browser_mod_f6ade233_d234bc60"
"light.browser_mod_9e9c9e8b_19b47d4c_screen"
"media_player.browser_mod_9e9c9e8b_19b47d4c"
"switch.tv_lounge_tv"
"switch.tv_bedroom_tv"
"light.browser_mod_06868f4a_f864fac4_screen"
"media_player.browser_mod_06868f4a_f864fac4"
"switch.192_168_1_126_sonos_play_1_rincon_7828ca98b11c"
"switch.192_168_1_166_sonos_sub_rincon_949f3ea55da8014"
"switch.xboxone_2"
"media_player.lounge_xbox"
"switch.bedroom_3"
"switch.lounge_2"
"media_player.tv_lounge_tv_2"
"switch.192_168_1_245_sonos_play_1_rincon_347e5c407992"
"switch.192_168_1_202_sonos_play_1_rincon_7828ca989f5e"
"media_player.192_168_1_253_sonos_playbar_rincon_347e5c714f6"
"switch.192_168_1_253_sonos_playbar_rincon_347e5c714f6"
"light.browser_mod_258cbb14_df4602fc_screen"
"media_player.browser_mod_258cbb14_df4602fc"
