"entity_id"
"sensor.grafana_cpu_percent"
"sensor.grafana_memory_percent"
"sensor.vlc_cpu_percent"
"sensor.vlc_memory_percent"
"sensor.motioneye_cpu_percent"
"sensor.motioneye_memory_percent"
"sensor.studio_code_server_cpu_percent"
"sensor.studio_code_server_memory_percent"
"sensor.sharptools_io_cpu_percent"
"sensor.sharptools_io_memory_percent"
"sensor.frigate_full_access_cpu_percent"
"sensor.frigate_full_access_memory_percent"
"sensor.influxdb_cpu_percent"
"sensor.influxdb_memory_percent"
"sensor.node_red_cpu_percent"
"sensor.node_red_memory_percent"
"media_player.vlc_telnet"
